17190
16998,7409699729
16547,7715239924
15878,2920032493
14993,8926460132
14085,1209506757
13379,3392022471
13217,3681749867
13903,6897526793
14177,9550602792
13986,8938166828
14429,9034582345
14710,9726776319
14517,2116503217
14060,2707331393
13310,9023326845
12435,485350736
11910,6834045039
12082,8707175036
13066,5088622655
14544,9642963345
15702,9513464005
16536,7668199851
17077,2793233706
16885,4526657133
16182,823980092
15267,9525713581
14115,3287155996
12768,7782269038
11410,5448154313
10345,4389900036
10410,3973222219
11777,2277027664
13719,2806468007
14680,6877633029
14338,4291346689
13734,6069843058
12902,0249335005
11786,6903835843
10434,1763597509
8919,36045681537
7342,6589922008
6157,41785541778
5779,10762588125
6310,18059332759
7892,53049905537
10048,3359076302
11092,1925277751
10768,1224711245
9922,28858606972
8654,32251786891
7064,60704639909
5602,14456201645
4839,82846669182
4669
4669
4731,41152095143
4731,41152095143
4669
4669
