17190
16997,2263931715
16592,4280023291
16065,5284027281
15404,5105614433
14790,3407932536
14515,2696701007
14666,8427563989
15388,3058116408
15760,9260921536
15708,453650889
16146,2153959606
16384,2242509411
16157,5771525155
15632,3900687269
14829,4326372643
13941,5661001418
13375,5435796385
13432,8252806365
14197,3985022843
15285,2942945619
16108,8630933717
16777,7310168018
17157,1039094725
17005,6729459203
16531,1280983207
15910,7006294557
15147,4411185976
14090,9407756756
12916,2354143942
12112,930691649
12459,8324113882
14066,622
16132,23
17190
17070,2490256555
16825,2109328091
16519,3994617224
15995,5634715927
15182,2300549845
14152,836875862
13110,0740902998
12252,5491188994
11689,6824970797
12006,2763832486
13674,4933053396
15951,6553053396
17127,9636526698
17190
17002,5124109517
16470,426942489
15640,6538172501
14589,2046857528
13553,0531012184
13258,207462964
13627,3101460535
14744,0725616426
15989,7794809049
16426,7962156806
16865,3989121503
