1443,20150679012
1309,55600964765
1231,63619457675
1168,05163870238
1137,32994663093
1189,23716560446
1390,96400392171
1850,15729349353
1946,25704146704
2090,17218281587
2034,41262563168
1827,02439071788
1445,70261569759
1322,78200067293
1229,72423143532
1161,37608470143
1132,89958998455
1193,4579132442
1366,95942727682
1735,67976949191
2020,23891460774
2180,14243784004
2005,37581285456
1823,6612021929
1439,45016450354
1305,60977023984
1226,16996161595
1163,92170172991
1141,40935508774
1194,45255641947
1375,37557770915
1714,66409037897
2020,91472173496
2119,43107465163
2092,54369060882
1824,05733532001
1435,61867319002
1303,99640243388
1216,41708948478
1154,4746284012
1137,96833847748
1200,35801280671
1374,07698323308
1760,58828857148
2018,28166903622
2076,07665417905
2116,30451404998
1823,83874613612
1430,20089351484
1296,95147370963
1207,79533088889
1154,21790838031
1135,49661084395
1201,38737686572
1388,92107773206
1732,0527758373
2014,05051051585
2125,95303947791
2111,61740619961
1819,35559603394
