1688,70523068301
1570,65989076412
1473,44876061667
1396,60010762787
1368,07256578739
1367,56969886888
1718,54134656455
2014,41527931082
2114,15497152211
1725,11760249947
1860,09682043349
1869,74933525704
1574,48091751139
1522,59440340691
1466,86717904267
1532,1284874821
1778,81253637372
2397,94662256309
2248,54916718894
2479,29971459768
2687,49805569577
2899,6114373229
3003,33724994003
2725,29224452837
2212,30467300657
2005,82477313512
1925,9615603958
1972,54782070316
2060,66730016532
2231,70759371551
2454,06384784379
2976,56153074674
3036,53998635106
3152,96574978716
3199,63485607842
3027,67068248238
2265
1911,75861824209
1720,69427235369
1588,61660281731
1619,47188355303
2065,44195766473
2207,99213231242
2441,74219477412
2376,65649017704
2009,10576182614
1974,10837571402
2023,23504942792
1787,16663149983
1613,70988138811
1491,86283761894
1464,51164634102
1674,50353479403
2337,93606269491
2612,43891946246
2606,509881432
2407,63179187773
2621,7167256965
2780,65906419364
2979,67764949737
