511,201506790124
591,556009647647
659,636194576748
709,051638702383
726,329946630934
691,23716560446
555,890968360698
258,683042427846
231,601329627605
192,10431581807
286,683491095606
407,02439071788
513,70261569759
604,78200067293
657,72423143532
702,376084701433
721,899589984556
695,457913244202
575,959427276818
339,30417581347
178,538076942081
126,22370781468
301,370974224021
403,661202192899
507,450164503545
587,609770239837
654,169961615953
704,921701729911
730,409355087744
696,452556419467
584,375577709152
361,578015881476
180,045003050991
167,959660459094
241,970897982816
404,057335320014
503,618673190016
585,996402433882
644,417089484784
695,474628401198
726,968338477478
702,358012806713
583,076983233078
344,951832043932
205,438350104453
210,556429638362
214,304514049983
403,838746136121
498,200893514839
578,951473709626
635,795330888893
695,217908380307
724,496610843953
703,387376865722
597,921077732063
377,055979591189
221,047306761958
179,953039477907
209,617406199609
399,355596033937
