683,705230683008
759,659890764116
822,448760616671
873,600107627867
895,072565787389
900,569698868883
668,303406270165
480,188145109053
445,620046018266
713,117602499471
637,096820433488
644,749335257043
852,480917511393
909,594403406908
976,867179042666
951,533560930453
864,974288968602
410,877705349156
722,121619815551
617,571050347041
488,502399599821
353,737167861815
318,865478291783
451,292244528369
803,304673006566
947,824773135114
970,877059546985
984,605550590346
989,884681067014
961,089242994019
927,531367060485
715,979310953506
651,55601222881
441,212277491024
326,914743854777
473,670682482375
701
683,758618242087
804,694272353689
903,616602817315
903,47188355303
643,198572272423
579,580965826522
463,396746652331
479,656490177036
703,105761826138
730,108375714018
706,235049427919
866,166631499833
1003,84055956722
987,262315694152
956,082116691744
845,352750911381
404,507121228047
320,424830689715
522,000000000001
889,502770031913
901,439868845668
903,333548887995
894,005140702181
