17095,3775215421
16718,2781479237
16055,6078705004
15242,0025630994
14503,8066838702
13668,6360695232
13096,322550926
13676,2559579176
14517,1579826452
14610,6851502778
14645,7206256669
14658,3106018783
14164,9624461269
13335,9388370713
12280,8439169974
11073,7409373436
9906,72623011609
9188,64689171867
9095,51008195888
9708,10539852251
10985,3286077164
12823,4196179508
14514,045331215
15093,7372205372
14790,9120690437
14013,9883378076
12900,5071469102
11568,2656880524
10126,042320679
8551,59097374489
7098,01566840039
6539,49642747064
7805,76675431936
9445,73510317293
10245,3577054053
10871,3857243479
10751,6364959655
9861,10251971785
8655,18835137223
7256,39574195454
5925,45347616542
4994,07192750981
4669
4669
4793,8022585983
5969,41679936421
8176,77898691041
10130,1282756766
10822,1784734309
10138,2606689223
8896,93053839047
7523,8091279421
6074,82414034675
5002,89952577157
4669
4669
4849,64847283567
4863,83960174724
4911,18030071617
4896,98917180461
