371
396,554817372258
424,648718381544
483,848633782095
506,210237782702
482,396836294546
412,727781992053
251,537839971694
160,14741292593
437,127086617514
282,277208356894
201,576945713338
342,519538763552
379,939386130059
439,808648255277
486,486938087797
473,736031431667
260,656621712974
191,302805227911
111,114131787365
220,729525694358
230,001790845958
231,435443868993
348,215619003521
493,771182866621
526,953844242391
604,295325265906
634,891779573127
665,880281839249
634,782892797324
527,799927162883
198,764507983035
171,029722957173
77
461,335527776104
515,135270271078
556,394524525782
601,229562845098
665,579074838433
699,731445582723
737,096486636121
729,828524486083
580,181473065677
300,725855348734
203,109024829084
136,667302623143
109,689311855688
485,899257288196
590,729400741216
689,97979640852
757,986769954348
821,842355973983
578,142791958005
283,006443448874
443,999999999999
389
741,502647677756
551,497352322243
422
511,000000000001
