16878,2733102543
16103,0165552198
15010,8589022095
13664,8224421492
12213,7108720392
10952,2574349805
10433,5776128578
11465,6333222149
13471,2508749061
15309,5835439628
16616,1370204587
17190
16815,4462199415
15969,8871628256
14821,7099143457
13433,8587855357
11946,2804093644
10660,442937677
10224,1570075506
11267,3564233634
13274,9854287008
14981,2456062781
16082,1025294725
16668,3485827828
16193,0395569827
15230,8477440513
13966,1768223099
12459,4112278461
10833,3790012478
9371,17161804915
8635,97474120749
9388,93419413161
11245,7357472217
12978,1411357465
14276,5919088036
14739,4280384819
14106,8345468626
12993,8107799046
11558,7447755735
9854,86175022329
8004,4795543674
6305,07416372811
5388,02775780281
5997,47250478922
7560,68409660408
9050,76044198754
10083,2626383586
10288,0970342836
9343,34669732777
7880,90633626587
6676,17071556123
5483,675786554
4669
4669
4669
4669
4711,9265561853
4777,13700538204
4820,64062249559
4669
